match_rate,match_gap_wb,und_solved,und_unsolved,race_gap_pooled,race_gap_within_county_n10,race_gap_within_county_n10_lo,race_gap_within_county_n10_hi,race_gap_within_county_n20,race_gap_within_county_n20_lo,race_gap_within_county_n20_hi,race_gap_within_county_n30,race_gap_within_county_n30_lo,race_gap_within_county_n30_hi,corr_clearance_undetermined
96.1027732616602,0.266356611411922,14.619806789156165,56.38074234218574,8.152979924308603,4.014035004697412,1.8520757281628675,6.468251762320925,4.094061932617544,1.9977106837059497,6.625127396728559,4.109333736705261,1.9739118267776337,6.8037065738273155,0.08989297074570465
