candidate,mode,k,n_edges,avg_degree,degree_std,degree_max,isolated_nodes,isolated_pct,n_components,largest_component_pct
geo,shuffle,20,12519912,39.21946451897866,4.232770913328127,40,116,0.01816888922302938,3042,6.971684725916042
temporal,shuffle,20,12769080,40.0,0.0,40,0,0.0,420,0.4128723447578056
weapon,shuffle,20,12761421,39.97600766852428,0.7852265988644749,40,11,0.0017229119090803723,186,23.522133152897467
