attribute,group_set,model_a,model_b,metric,quantity,diff,diff_lo,diff_hi,significant,stratum,n_strata,n_strata_used,min_stratum_n,n_standardized,signed_as,gap_a,gap_b
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,gap,0.01695391466979479,0.012056381219802403,0.021614440497282346,True,State|City,2813,242,30,151250,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,amplification,0.25332183710297373,0.1797058362193198,0.3287234864777362,True,State|City,2813,242,30,151250,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,gap,0.00019591775901917075,-0.01992646853699449,0.01851156310848765,False,State|City,2813,242,30,151250,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,amplification,0.0029273620637159103,-0.3017800418711607,0.2747473378632144,False,State|City,2813,242,30,151250,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,signed_gap,-0.019067430458785117,-0.022877240752773333,-0.0151481621640863,True,State|City,2813,242,30,151250,Male-Female,-0.04087855147801922,-0.021811121019234103
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,signed_gap,-0.01695391466979479,-0.021614440497282346,-0.012056381219802405,True,State|City,2813,242,30,151250,Male-Female,-0.03453834168512149,-0.017584427015326698
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,signed_gap,-0.02255670532313525,-0.030195720770049353,-0.015288808202256875,True,State|City,2813,242,30,151250,Male-Female,-0.011376311541077211,0.01118039378205804
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,gap,0.019141879878295187,0.014894283592207656,0.023267641830565903,True,State|City,2813,156,50,139748,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,amplification,0.26720314798378075,0.2063625785511445,0.3318293231360535,True,State|City,2813,156,50,139748,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,gap,0.017063184332305914,0.012082048167696768,0.02222413943494216,True,State|City,2813,156,50,139748,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,amplification,0.23818645802857935,0.16639280913990356,0.31545139785515586,True,State|City,2813,156,50,139748,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,gap,0.00539400859722039,-0.016073742378382022,0.02203144510544453,False,State|City,2813,156,50,139748,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,amplification,0.07529543005142031,-0.22441712769104513,0.30712810383560807,False,State|City,2813,156,50,139748,,,
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,signed_gap,-0.019141879878295187,-0.023267641830565903,-0.014894283592207657,True,State|City,2813,156,50,139748,Male-Female,-0.04407405606124193,-0.02493217618294674
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,signed_gap,-0.017063184332305914,-0.022224139434942163,-0.01208204816769677,True,State|City,2813,156,50,139748,Male-Female,-0.03686707428074132,-0.019803889948435405
Victim Sex,named_all,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,signed_gap,-0.02259720698490364,-0.030631356093774792,-0.014940048295707237,True,State|City,2813,156,50,139748,Male-Female,-0.013995607791062015,0.008601599193841625
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,gap,0.019066089068139336,0.015331115795703879,0.022622426573353786,True,State|City,2813,334,20,158686,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,amplification,0.29559035192276256,0.23368645019431447,0.3570497287679011,True,State|City,2813,334,20,158686,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,gap,0.017044757550102485,0.012145303435501489,0.021680765067427527,True,State|City,2813,334,20,158686,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,amplification,0.26425271930005956,0.18236851539700974,0.3365126770092871,True,State|City,2813,334,20,158686,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,gap,-0.008422449929587017,-0.023898887803634195,0.010285388200475585,False,State|City,2813,334,20,158686,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,amplification,-0.13057711677738604,-0.3719792619018067,0.15456168965344805,False,State|City,2813,334,20,158686,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,signed_gap,-0.019066089068139336,-0.02262242657335379,-0.01533111579570388,True,State|City,2813,334,20,158686,Male-Female,-0.03867939538545451,-0.01961330631731517
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,signed_gap,-0.017044757550102485,-0.02168076506742753,-0.012145303435501489,True,State|City,2813,334,20,158686,Male-Female,-0.03315979225399457,-0.016115034703892084
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,signed_gap,-0.022424506034280756,-0.030044405665791835,-0.015576501655869929,True,State|City,2813,334,20,158686,Male-Female,-0.007001028052346869,0.015423477981933886
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,gap,0.019067430458785117,0.015148162164086298,0.022877240752773333,True,State|City,2813,242,30,151250,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,amplification,0.2849015467358789,0.2265287216931687,0.3490880372910381,True,State|City,2813,242,30,151250,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,gap,0.01695391466979479,0.012056381219802403,0.021614440497282346,True,State|City,2813,242,30,151250,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,amplification,0.25332183710297373,0.1797058362193198,0.3287234864777362,True,State|City,2813,242,30,151250,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,gap,0.00019591775901917075,-0.01992646853699449,0.01851156310848765,False,State|City,2813,242,30,151250,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,amplification,0.0029273620637159103,-0.3017800418711607,0.2747473378632144,False,State|City,2813,242,30,151250,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,signed_gap,-0.019067430458785117,-0.022877240752773333,-0.0151481621640863,True,State|City,2813,242,30,151250,Male-Female,-0.04087855147801922,-0.021811121019234103
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,signed_gap,-0.01695391466979479,-0.021614440497282346,-0.012056381219802405,True,State|City,2813,242,30,151250,Male-Female,-0.03453834168512149,-0.017584427015326698
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,signed_gap,-0.02255670532313525,-0.030195720770049353,-0.015288808202256875,True,State|City,2813,242,30,151250,Male-Female,-0.011376311541077211,0.01118039378205804
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,gap,0.019141879878295187,0.014894283592207656,0.023267641830565903,True,State|City,2813,156,50,139748,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,amplification,0.26720314798378075,0.2063625785511445,0.3318293231360535,True,State|City,2813,156,50,139748,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,gap,0.017063184332305914,0.012082048167696768,0.02222413943494216,True,State|City,2813,156,50,139748,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,amplification,0.23818645802857935,0.16639280913990356,0.31545139785515586,True,State|City,2813,156,50,139748,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,gap,0.00539400859722039,-0.016073742378382022,0.02203144510544453,False,State|City,2813,156,50,139748,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,amplification,0.07529543005142031,-0.22441712769104513,0.30712810383560807,False,State|City,2813,156,50,139748,,,
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,selection_rate,signed_gap,-0.019141879878295187,-0.023267641830565903,-0.014894283592207657,True,State|City,2813,156,50,139748,Male-Female,-0.04407405606124193,-0.02493217618294674
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,tpr,signed_gap,-0.017063184332305914,-0.022224139434942163,-0.01208204816769677,True,State|City,2813,156,50,139748,Male-Female,-0.03686707428074132,-0.019803889948435405
Victim Sex,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_mb,fpr,signed_gap,-0.02259720698490364,-0.030631356093774792,-0.014940048295707237,True,State|City,2813,156,50,139748,Male-Female,-0.013995607791062015,0.008601599193841625
