attribute,model,group,n,base_rate,selection_rate,tpr,fpr,tnr,accuracy,selection_rate_lo,selection_rate_hi,tpr_lo,tpr_hi,fpr_lo,fpr_hi
Victim Race,graphsage_geo_blind_mb,White,95216,0.7402012266845909,0.6855570492354226,0.7644972261240937,0.4606459958766221,0.539354004123378,0.7060052932280289,0.6827421336750126,0.6884987817173583,0.7615387882210094,0.7675444398489083,0.4541681600412905,0.46711914308956043
Victim Race,graphsage_geo_blind_mb,Black,89937,0.6638758241880427,0.547805686202564,0.6645786926156062,0.3171683757856434,0.6828316242143566,0.6707139442053882,0.5445809288724329,0.5510190466659995,0.6607613615505635,0.6681432567664063,0.31232628580243477,0.32233114913107536
Victim Race,graphsage_geo_blind_mb,Asian/Pacific Islander,2940,0.6952380952380952,0.5942176870748299,0.6619373776908023,0.43973214285714285,0.5602678571428571,0.6309523809523809,0.5761904761904761,0.6115646258503401,0.6411229481566065,0.6824460726136556,0.405140780258304,0.47100520542597585
Victim Race,graphsage_geo_blind_mb,Unknown,2035,0.539066339066339,0.38968058968058966,0.5205104831358249,0.23667377398720682,0.7633262260127932,0.6324324324324324,0.36902948402948405,0.41375921375921376,0.49092434790096307,0.5498658588014492,0.20780097688497523,0.265831509993691
Victim Race,graphsage_geo_blind_mb,Native American/Alaska Native,1409,0.7984386089425124,0.8232789212207239,0.8755555555555555,0.6161971830985915,0.38380281690140844,0.7764371894960965,0.8026969481902059,0.8431511710432931,0.8562525109817518,0.8948306999384275,0.5568171411921411,0.6711924939467312
Victim Race,graphsage_fairloss_a0_mb,White,95216,0.7402012266845909,0.6817026550159637,0.7603257707969749,0.45769495088329226,0.5423050491167077,0.7036842547471013,0.6787614476558562,0.6846538396908083,0.7573135727281921,0.7634127681446484,0.4509188102476688,0.46409833225171904
Victim Race,graphsage_fairloss_a0_mb,Black,89937,0.6638758241880427,0.5441142132826312,0.6610112717101847,0.31323188885213366,0.6867681111478664,0.6696687681376964,0.5409886920844591,0.5473948430568064,0.6571433891559858,0.6645479174857438,0.3082513943235086,0.31812199816952735
Victim Race,graphsage_fairloss_a0_mb,Asian/Pacific Islander,2940,0.6952380952380952,0.5833333333333334,0.6501956947162426,0.43080357142857145,0.5691964285714286,0.6255102040816326,0.5649659863945579,0.6017091836734694,0.6296827879175858,0.6710812960004564,0.39754250264240687,0.46137542930104897
Victim Race,graphsage_fairloss_a0_mb,Unknown,2035,0.539066339066339,0.38427518427518426,0.5104831358249772,0.23667377398720682,0.7633262260127932,0.6270270270270271,0.3626412776412776,0.4073710073710074,0.48218490673536624,0.5396281747029275,0.2070750469123993,0.2637875067496519
Victim Race,graphsage_fairloss_a0_mb,Native American/Alaska Native,1409,0.7984386089425124,0.8246983676366217,0.8764444444444445,0.6197183098591549,0.38028169014084506,0.7764371894960965,0.8048261178140526,0.8445883605393897,0.8570167500419359,0.8946984536894153,0.5644599303135889,0.6750069188191882
Victim Race,graphsage_fairloss_a10_mb,White,95216,0.7402012266845909,0.6375819190052092,0.7188666127498972,0.40599102558919836,0.5940089744108016,0.6864287514703411,0.6345543291043522,0.6406402285330197,0.7156144176606924,0.7221039633620953,0.39977264588101913,0.4125959710649052
