block_key,min_n,table,n_blocks,corr_z_black_share,lo,hi,n_cold,split_seed_effect,split_seed_lo,split_seed_hi,coverage_effect,verdict
county,20,test,853,0.3814455309763611,,,38,,,,,
county,20,cv5,1803,0.28995394568812394,0.2451748529539419,0.33087283404982565,74,0.03180779242653181,0.007922898058106717,0.05639091497884855,-0.12329937771476895,유의하게 하락(대도시 성질)
county,20,cv5_matched,853,0.4132533234028929,,,74,,,,,
county,50,test,418,0.49619954754233037,,,42,,,,,
county,50,cv5,1035,0.3845146262214295,0.33845300432873704,0.42910760517075086,73,0.0033629332587912786,-0.020108078104829456,0.028446011602261106,-0.11504785457969213,유의하게 하락(대도시 성질)
county,50,cv5_matched,418,0.49956248080112164,,,73,,,,,
county,100,test,248,0.5459568882708041,,,43,,,,,
county,100,cv5,639,0.4504805910707614,0.3939850302144849,0.5024443190402742,73,0.010083361590373152,-0.015210323707681309,0.035972791993362375,-0.1055596587904159,유의하게 하락(대도시 성질)
county,100,cv5_matched,248,0.5560402498611773,,,73,,,,,
