State,City,shr_actual,shr_cleared,ra_actual,ra_cleared,agency_years,ratio_actual,q_shr,q_ra,d
Maine,Waldo,31,27,28.0,20.0,27,1.1071428571428572,0.8709677419354839,0.7142857142857143,-0.15668202764976957
Maine,Washington,28,27,26.0,23.0,18,1.0769230769230769,0.9642857142857143,0.8846153846153846,-0.07967032967032972
Maine,York,111,102,102.0,73.0,82,1.088235294117647,0.918918918918919,0.7156862745098039,-0.20323264440911504
Michigan,Alcona,16,9,16.0,7.0,15,1.0,0.5625,0.4375,-0.125
Michigan,Allegan,60,54,59.0,30.0,39,1.0169491525423728,0.9,0.5084745762711864,-0.3915254237288136
Michigan,Bay,70,60,65.0,34.0,45,1.0769230769230769,0.8571428571428571,0.5230769230769231,-0.334065934065934
Michigan,Benzie,16,16,15.0,5.0,13,1.0666666666666667,1.0,0.3333333333333333,-0.6666666666666667
Michigan,Berrien,290,233,280.0,144.0,113,1.0357142857142858,0.803448275862069,0.5142857142857142,-0.2891625615763548
Michigan,Calhoun,314,244,301.0,140.0,105,1.043189368770764,0.7770700636942676,0.46511627906976744,-0.31195378462450013
Michigan,Cass,55,48,54.0,20.0,37,1.0185185185185186,0.8727272727272727,0.37037037037037035,-0.5023569023569023
Michigan,Chippewa,25,16,25.0,10.0,23,1.0,0.64,0.4,-0.24
Michigan,Clinton,36,23,33.0,14.0,27,1.0909090909090908,0.6388888888888888,0.42424242424242425,-0.21464646464646459
Michigan,Delta,13,10,12.0,4.0,13,1.0833333333333333,0.7692307692307693,0.3333333333333333,-0.43589743589743596
Michigan,Eaton,42,36,42.0,21.0,24,1.0,0.8571428571428571,0.5,-0.3571428571428571
Michigan,Emmet,10,9,9.0,4.0,8,1.1111111111111112,0.9,0.4444444444444444,-0.4555555555555556
Michigan,Genesee,1872,1122,1817.0,839.0,225,1.0302696752889378,0.5993589743589743,0.4617501375894331,-0.13760883676954122
Michigan,Hillsdale,34,31,30.0,14.0,21,1.1333333333333333,0.9117647058823529,0.4666666666666667,-0.44509803921568625
Michigan,Ingham,465,351,449.0,298.0,97,1.0356347438752784,0.7548387096774194,0.6636971046770601,-0.09114160500035928
Michigan,Ionia,45,40,42.0,9.0,36,1.0714285714285714,0.8888888888888888,0.21428571428571427,-0.6746031746031745
Michigan,Iosco,22,19,20.0,3.0,19,1.1,0.8636363636363636,0.15,-0.7136363636363636
Michigan,Isabella,35,27,34.0,17.0,29,1.0294117647058822,0.7714285714285715,0.5,-0.27142857142857146
Michigan,Jackson,263,206,256.0,134.0,110,1.02734375,0.7832699619771863,0.5234375,-0.25983246197718635
Michigan,Kalamazoo,288,239,279.0,165.0,93,1.032258064516129,0.8298611111111112,0.5913978494623656,-0.23846326164874554
Michigan,Kent,800,599,781.0,403.0,132,1.0243277848911652,0.74875,0.5160051216389244,-0.2327448783610756
Michigan,Lenawee,53,46,49.0,16.0,38,1.0816326530612246,0.8679245283018868,0.32653061224489793,-0.5413939160569889
Michigan,Livingston,73,67,70.0,26.0,53,1.042857142857143,0.9178082191780822,0.37142857142857144,-0.5463796477495108
Michigan,Macomb,566,475,547.0,351.0,239,1.0347349177330896,0.8392226148409894,0.6416819012797075,-0.1975407135612819
Michigan,Manistee,18,18,17.0,9.0,17,1.0588235294117647,1.0,0.5294117647058824,-0.47058823529411764
Michigan,Mecosta,18,14,17.0,8.0,17,1.0588235294117647,0.7777777777777778,0.47058823529411764,-0.30718954248366015
Michigan,Menominee,18,18,18.0,8.0,12,1.0,1.0,0.4444444444444444,-0.5555555555555556
Michigan,Monroe,130,103,133.0,58.0,64,0.9774436090225563,0.7923076923076923,0.43609022556390975,-0.3562174667437825
Michigan,Montcalm,62,53,58.0,28.0,40,1.0689655172413792,0.8548387096774194,0.4827586206896552,-0.3720800889877642
Michigan,Muskegon,234,199,218.0,161.0,107,1.073394495412844,0.8504273504273504,0.7385321100917431,-0.11189524033560727
Michigan,Newaygo,51,42,50.0,21.0,38,1.02,0.8235294117647058,0.42,-0.40352941176470586
Michigan,Oakland,990,750,955.0,579.0,379,1.036649214659686,0.7575757575757576,0.606282722513089,-0.15129303506266856
Michigan,Ogemaw,26,23,26.0,9.0,23,1.0,0.8846153846153846,0.34615384615384615,-0.5384615384615384
Michigan,Osceola,24,14,23.0,8.0,15,1.0434782608695652,0.5833333333333334,0.34782608695652173,-0.23550724637681164
Michigan,Oscoda,13,12,13.0,9.0,10,1.0,0.9230769230769231,0.6923076923076923,-0.23076923076923084
Michigan,Otsego,19,16,18.0,8.0,15,1.0555555555555556,0.8421052631578947,0.4444444444444444,-0.39766081871345027
Michigan,Ottawa,79,55,73.0,42.0,47,1.082191780821918,0.6962025316455697,0.5753424657534246,-0.12086006589214504
Michigan,Roscommon,16,13,13.0,6.0,15,1.2307692307692308,0.8125,0.46153846153846156,-0.35096153846153844
Michigan,Saginaw,817,542,802.0,338.0,148,1.0187032418952617,0.6634026927784578,0.42144638403990026,-0.2419563087385575
Michigan,St. Clair,114,96,110.0,57.0,65,1.0363636363636364,0.8421052631578947,0.5181818181818182,-0.3239234449760765
Michigan,St. Joseph,51,41,49.0,23.0,36,1.0408163265306123,0.803921568627451,0.46938775510204084,-0.3345338135254102
Michigan,Sanilac,29,24,29.0,15.0,23,1.0,0.8275862068965517,0.5172413793103449,-0.31034482758620685
Michigan,Shiawassee,29,26,27.0,13.0,25,1.0740740740740742,0.896551724137931,0.48148148148148145,-0.4150702426564496
Michigan,Tuscola,30,27,30.0,22.0,19,1.0,0.9,0.7333333333333333,-0.16666666666666674
Michigan,Van Buren,128,102,122.0,66.0,73,1.0491803278688525,0.796875,0.5409836065573771,-0.2558913934426229
Michigan,Washtenaw,366,289,357.0,200.0,138,1.0252100840336134,0.7896174863387978,0.5602240896358543,-0.22939339670294345
Michigan,Wayne,19021,11955,18237.0,8946.0,601,1.042989526786204,0.6285158509016351,0.49054120743543345,-0.13797464346620164
Minnesota,Aitkin,14,14,13.0,10.0,11,1.0769230769230769,1.0,0.7692307692307693,-0.23076923076923073
Minnesota,Anoka,109,97,104.0,77.0,82,1.0480769230769231,0.8899082568807339,0.7403846153846154,-0.14952364149611852
Minnesota,Becker,17,17,18.0,16.0,15,0.9444444444444444,1.0,0.8888888888888888,-0.11111111111111116
Minnesota,Beltrami,32,30,29.0,27.0,23,1.103448275862069,0.9375,0.9310344827586207,-0.006465517241379337
Minnesota,Benton,12,9,11.0,9.0,10,1.0909090909090908,0.75,0.8181818181818182,0.06818181818181823
Minnesota,Blue Earth,26,23,21.0,20.0,18,1.2380952380952381,0.8846153846153846,0.9523809523809523,0.06776556776556775
Minnesota,Brown,5,5,5.0,4.0,5,1.0,1.0,0.8,-0.19999999999999996
Minnesota,Cass,44,42,41.0,28.0,20,1.0731707317073171,0.9545454545454546,0.6829268292682927,-0.27161862527716185
Minnesota,Clay,23,17,21.0,12.0,19,1.0952380952380953,0.7391304347826086,0.5714285714285714,-0.16770186335403725
Minnesota,Cook,3,3,3.0,2.0,3,1.0,1.0,0.6666666666666666,-0.33333333333333337
Minnesota,Crow Wing,28,25,27.0,25.0,22,1.037037037037037,0.8928571428571429,0.9259259259259259,0.033068783068783025
Minnesota,Faribault,6,5,6.0,4.0,6,1.0,0.8333333333333334,0.6666666666666666,-0.16666666666666674
Minnesota,Freeborn,11,11,12.0,11.0,10,0.9166666666666666,1.0,0.9166666666666666,-0.08333333333333337
Minnesota,Hennepin,1896,1446,1846.0,872.0,250,1.0270855904658722,0.7626582278481012,0.4723726977248104,-0.29028553012329084
Minnesota,Lake,7,7,7.0,5.0,6,1.0,1.0,0.7142857142857143,-0.2857142857142857
Minnesota,Mahnomen,6,5,6.0,3.0,6,1.0,0.8333333333333334,0.5,-0.33333333333333337
Minnesota,Mille Lacs,20,18,14.0,12.0,13,1.4285714285714286,0.9,0.8571428571428571,-0.04285714285714293
Minnesota,Olmsted,64,57,60.0,50.0,34,1.0666666666666667,0.890625,0.8333333333333334,-0.05729166666666663
Minnesota,Otter Tail,30,28,27.0,26.0,22,1.1111111111111112,0.9333333333333333,0.9629629629629629,0.02962962962962956
Minnesota,Pine,11,9,13.0,11.0,10,0.8461538461538461,0.8181818181818182,0.8461538461538461,0.027972027972027913
Minnesota,Ramsey,709,566,674.0,383.0,104,1.0519287833827893,0.7983074753173484,0.5682492581602374,-0.23005821715711094
Minnesota,St. Louis,134,124,133.0,110.0,72,1.0075187969924813,0.9253731343283582,0.8270676691729323,-0.09830546515542593
Minnesota,Sherburne,24,22,24.0,18.0,19,1.0,0.9166666666666666,0.75,-0.16666666666666663
Minnesota,Stearns,56,50,57.0,46.0,41,0.9824561403508771,0.8928571428571429,0.8070175438596491,-0.08583959899749383
Minnesota,Washington,56,52,46.0,39.0,43,1.2173913043478262,0.9285714285714286,0.8478260869565217,-0.08074534161490687
Minnesota,Winona,18,17,16.0,14.0,15,1.125,0.9444444444444444,0.875,-0.06944444444444442
Minnesota,Wright,18,18,18.0,15.0,15,1.0,1.0,0.8333333333333334,-0.16666666666666663
Missouri,Barton,14,12,14.0,10.0,13,1.0,0.8571428571428571,0.7142857142857143,-0.1428571428571428
Missouri,Bates,23,18,19.0,13.0,15,1.2105263157894737,0.782608695652174,0.6842105263157895,-0.09839816933638446
Missouri,Bollinger,11,10,10.0,6.0,9,1.1,0.9090909090909091,0.6,-0.3090909090909091
Missouri,Boone,162,143,151.0,138.0,60,1.0728476821192052,0.8827160493827161,0.9139072847682119,0.03119123538549584
Missouri,Buchanan,103,88,95.0,75.0,41,1.0842105263157895,0.8543689320388349,0.7894736842105263,-0.06489524782830858
Missouri,Butler,58,52,52.0,45.0,34,1.1153846153846154,0.896551724137931,0.8653846153846154,-0.03116710875331563
Missouri,Callaway,32,25,28.0,18.0,21,1.1428571428571428,0.78125,0.6428571428571429,-0.1383928571428571
Missouri,Camden,35,29,31.0,21.0,20,1.1290322580645162,0.8285714285714286,0.6774193548387096,-0.151152073732719
Missouri,Cape Girardeau,71,58,70.0,57.0,39,1.0142857142857142,0.8169014084507042,0.8142857142857143,-0.002615694164989968
Missouri,Cass,55,49,52.0,36.0,38,1.0576923076923077,0.8909090909090909,0.6923076923076923,-0.19860139860139858
Missouri,Clay,64,54,57.0,40.0,49,1.1228070175438596,0.84375,0.7017543859649122,-0.14199561403508776
Missouri,Franklin,93,79,83.0,42.0,52,1.1204819277108433,0.8494623655913979,0.5060240963855421,-0.34343826920585574
Missouri,Greene,305,248,284.0,233.0,67,1.073943661971831,0.8131147540983606,0.8204225352112676,0.007307781112906975
Missouri,Iron,10,10,9.0,7.0,9,1.1111111111111112,1.0,0.7777777777777778,-0.2222222222222222
Missouri,Jackson,4286,2857,4234.0,2727.0,185,1.012281530467643,0.6665888940737285,0.64407179971658,-0.022517094357148437
Missouri,Jasper,140,113,131.0,83.0,69,1.0687022900763359,0.8071428571428572,0.6335877862595419,-0.17355507088331523
Missouri,Jefferson,138,127,121.0,101.0,66,1.140495867768595,0.9202898550724637,0.8347107438016529,-0.08557911127081086
Missouri,Johnson,32,30,26.0,22.0,27,1.2307692307692308,0.9375,0.8461538461538461,-0.09134615384615385
Missouri,Laclede,37,35,34.0,28.0,21,1.088235294117647,0.9459459459459459,0.8235294117647058,-0.1224165341812401
Missouri,Lafayette,37,36,36.0,24.0,27,1.0277777777777777,0.972972972972973,0.6666666666666666,-0.3063063063063064
Missouri,Lawrence,14,13,12.0,10.0,12,1.1666666666666667,0.9285714285714286,0.8333333333333334,-0.09523809523809523
Missouri,Lincoln,11,10,10.0,8.0,9,1.1,0.9090909090909091,0.8,-0.10909090909090902
Missouri,Livingston,10,9,10.0,3.0,7,1.0,0.9,0.3,-0.6000000000000001
Missouri,Maries,5,4,4.0,2.0,5,1.25,0.8,0.5,-0.30000000000000004
Missouri,Morgan,19,19,19.0,19.0,11,1.0,1.0,1.0,0.0
Missouri,Newton,32,27,31.0,29.0,20,1.032258064516129,0.84375,0.9354838709677419,0.09173387096774188
Missouri,Phelps,36,31,33.0,26.0,23,1.0909090909090908,0.8611111111111112,0.7878787878787878,-0.07323232323232332
Missouri,Pike,25,23,20.0,18.0,21,1.25,0.92,0.9,-0.020000000000000018
Missouri,Platte,35,27,31.0,21.0,26,1.1290322580645162,0.7714285714285715,0.6774193548387096,-0.09400921658986183
Missouri,Pulaski,58,36,53.0,27.0,34,1.0943396226415094,0.6206896551724138,0.5094339622641509,-0.11125569290826287
Missouri,Ray,13,13,12.0,10.0,12,1.0833333333333333,1.0,0.8333333333333334,-0.16666666666666663
Missouri,St. Charles,148,129,136.0,112.0,87,1.088235294117647,0.8716216216216216,0.8235294117647058,-0.04809220985691576
Missouri,St. Francois,45,42,47.0,25.0,26,0.9574468085106383,0.9333333333333333,0.5319148936170213,-0.4014184397163121
Missouri,St. Louis,1325,1058,1217.0,953.0,516,1.0887428101889893,0.7984905660377358,0.7830731306491372,-0.015417435388598633
Missouri,Saline,43,43,40.0,36.0,25,1.075,1.0,0.9,-0.09999999999999998
Missouri,Scott,69,62,70.0,64.0,37,0.9857142857142858,0.8985507246376812,0.9142857142857143,0.015734989648033104
Missouri,Texas,19,17,18.0,15.0,12,1.0555555555555556,0.8947368421052632,0.8333333333333334,-0.06140350877192979
Missouri,Vernon,35,30,30.0,29.0,25,1.1666666666666667,0.8571428571428571,0.9666666666666667,0.10952380952380958
Missouri,St. Louis city,5955,2691,5687.0,4016.0,35,1.0471250219799544,0.4518891687657431,0.7061719711623,0.25428280239655693
Mississippi,Adams,124,117,117.0,89.0,48,1.0598290598290598,0.9435483870967742,0.7606837606837606,-0.1828646264130136
Mississippi,Alcorn,25,24,26.0,21.0,15,0.9615384615384616,0.96,0.8076923076923077,-0.15230769230769226
Mississippi,Attala,42,33,42.0,35.0,25,1.0,0.7857142857142857,0.8333333333333334,0.04761904761904767
Mississippi,Benton,1,1,1.0,0.0,1,1.0,1.0,0.0,-1.0
Mississippi,Bolivar,57,51,58.0,48.0,21,0.9827586206896551,0.8947368421052632,0.8275862068965517,-0.06715063520871145
Mississippi,Chickasaw,52,50,49.0,23.0,26,1.0612244897959184,0.9615384615384616,0.46938775510204084,-0.4921507064364207
Mississippi,Claiborne,52,49,49.0,28.0,26,1.0612244897959184,0.9423076923076923,0.5714285714285714,-0.3708791208791209
Mississippi,Copiah,21,16,20.0,14.0,8,1.05,0.7619047619047619,0.7,-0.06190476190476191
Mississippi,DeSoto,71,63,68.0,46.0,41,1.0441176470588236,0.8873239436619719,0.6764705882352942,-0.2108533554266777
Mississippi,Forrest,174,156,173.0,130.0,41,1.0057803468208093,0.896551724137931,0.7514450867052023,-0.14510663743272878
Mississippi,Hancock,50,41,50.0,41.0,30,1.0,0.82,0.82,0.0
Mississippi,Harrison,418,343,419.0,311.0,98,0.9976133651551312,0.8205741626794258,0.7422434367541766,-0.07833072592524926
Mississippi,Hinds,1975,1480,1940.0,1250.0,70,1.018041237113402,0.7493670886075949,0.6443298969072165,-0.1050371917003784
Mississippi,Holmes,33,33,38.0,34.0,14,0.868421052631579,1.0,0.8947368421052632,-0.10526315789473684
Mississippi,Jackson,222,192,221.0,145.0,81,1.004524886877828,0.8648648648648649,0.6561085972850679,-0.20875626757979704
Mississippi,Jasper,4,4,4.0,3.0,4,1.0,1.0,0.75,-0.25
Mississippi,Jefferson Davis,26,26,26.0,27.0,10,1.0,1.0,1.0384615384615385,0.03846153846153855
Mississippi,Jones,143,132,144.0,98.0,45,0.9930555555555556,0.9230769230769231,0.6805555555555556,-0.24252136752136755
Mississippi,Lafayette,15,14,15.0,9.0,12,1.0,0.9333333333333333,0.6,-0.33333333333333337
Mississippi,Lauderdale,293,249,286.0,219.0,57,1.0244755244755244,0.8498293515358362,0.7657342657342657,-0.08409508580157044
Mississippi,Lee,119,112,120.0,83.0,51,0.9916666666666667,0.9411764705882353,0.6916666666666667,-0.24950980392156863
Mississippi,Leflore,197,163,196.0,136.0,50,1.0051020408163265,0.8274111675126904,0.6938775510204082,-0.13353361649228224
Mississippi,Lincoln,46,41,45.0,30.0,27,1.0222222222222221,0.8913043478260869,0.6666666666666666,-0.2246376811594203
Mississippi,Lowndes,110,90,106.0,88.0,47,1.0377358490566038,0.8181818181818182,0.8301886792452831,0.012006861063464824
Mississippi,Marion,40,35,36.0,24.0,18,1.1111111111111112,0.875,0.6666666666666666,-0.20833333333333337
Mississippi,Monroe,32,27,31.0,22.0,23,1.032258064516129,0.84375,0.7096774193548387,-0.13407258064516125
Mississippi,Montgomery,28,28,27.0,24.0,16,1.037037037037037,1.0,0.8888888888888888,-0.11111111111111116
Mississippi,Newton,37,35,35.0,31.0,18,1.0571428571428572,0.9459459459459459,0.8857142857142857,-0.06023166023166027
Mississippi,Oktibbeha,45,41,42.0,33.0,28,1.0714285714285714,0.9111111111111111,0.7857142857142857,-0.1253968253968254
Mississippi,Perry,7,7,7.0,7.0,3,1.0,1.0,1.0,0.0
Mississippi,Prentiss,6,5,6.0,4.0,6,1.0,0.8333333333333334,0.6666666666666666,-0.16666666666666674
Mississippi,Scott,19,15,20.0,12.0,10,0.95,0.7894736842105263,0.6,-0.18947368421052635
Mississippi,Sunflower,64,59,64.0,47.0,41,1.0,0.921875,0.734375,-0.1875
Mississippi,Warren,218,210,213.0,205.0,61,1.0234741784037558,0.963302752293578,0.9624413145539906,-0.0008614377395873563
Mississippi,Washington,404,348,387.0,234.0,75,1.0439276485788114,0.8613861386138614,0.6046511627906976,-0.25673497582316374
Mississippi,Winston,9,9,9.0,6.0,8,1.0,1.0,0.6666666666666666,-0.33333333333333337
Mississippi,Yalobusha,24,21,24.0,11.0,15,1.0,0.875,0.4583333333333333,-0.4166666666666667
Mississippi,Yazoo,37,35,38.0,33.0,17,0.9736842105263158,0.9459459459459459,0.868421052631579,-0.07752489331436696
Montana,Big Horn,9,7,8.0,1.0,4,1.125,0.7777777777777778,0.125,-0.6527777777777778
Montana,Carbon,10,8,10.0,3.0,7,1.0,0.8,0.3,-0.5
Montana,Dawson,6,5,5.0,1.0,6,1.2,0.8333333333333334,0.2,-0.6333333333333333
Montana,Lewis and Clark,27,24,25.0,13.0,18,1.08,0.8888888888888888,0.52,-0.3688888888888888
Montana,Lincoln,17,17,15.0,9.0,12,1.1333333333333333,1.0,0.6,-0.4
Montana,Missoula,48,45,45.0,36.0,27,1.0666666666666667,0.9375,0.8,-0.13749999999999996
Montana,Rosebud,5,5,4.0,4.0,3,1.25,1.0,1.0,0.0
Montana,Silver Bow,24,23,23.0,16.0,14,1.0434782608695652,0.9583333333333334,0.6956521739130435,-0.2626811594202899
Montana,Teton,2,2,2.0,2.0,2,1.0,1.0,1.0,0.0
Montana,Yellowstone,112,100,110.0,79.0,38,1.018181818181818,0.8928571428571429,0.7181818181818181,-0.17467532467532476
Nebraska,Buffalo,18,15,15.0,13.0,17,1.2,0.8333333333333334,0.8666666666666667,0.033333333333333326
Nebraska,Cass,11,8,9.0,7.0,10,1.2222222222222223,0.7272727272727273,0.7777777777777778,0.0505050505050505
Nebraska,Dawson,24,22,23.0,19.0,21,1.0434782608695652,0.9166666666666666,0.8260869565217391,-0.0905797101449275
Nebraska,Dodge,12,11,12.0,9.0,10,1.0,0.9166666666666666,0.75,-0.16666666666666663
Nebraska,Douglas,585,436,570.0,417.0,44,1.0263157894736843,0.7452991452991453,0.7315789473684211,-0.01372019793072421
Nebraska,Gage,15,14,15.0,13.0,12,1.0,0.9333333333333333,0.8666666666666667,-0.06666666666666665
Nebraska,Hall,40,36,37.0,31.0,26,1.0810810810810811,0.9,0.8378378378378378,-0.06216216216216219
Nebraska,Hamilton,8,8,7.0,7.0,6,1.1428571428571428,1.0,1.0,0.0
Nebraska,Howard,4,4,3.0,3.0,4,1.3333333333333333,1.0,1.0,0.0
Nebraska,Lancaster,200,183,185.0,172.0,48,1.0810810810810811,0.915,0.9297297297297298,0.014729729729729746
Nebraska,Lincoln,25,23,22.0,19.0,18,1.1363636363636365,0.92,0.8636363636363636,-0.056363636363636394
Nebraska,Madison,37,31,34.0,27.0,19,1.088235294117647,0.8378378378378378,0.7941176470588235,-0.043720190779014345
Nebraska,Nemaha,4,4,4.0,3.0,4,1.0,1.0,0.75,-0.25
Nebraska,Otoe,13,12,13.0,10.0,11,1.0,0.9230769230769231,0.7692307692307693,-0.15384615384615385
Nebraska,Scotts Bluff,28,24,28.0,22.0,22,1.0,0.8571428571428571,0.7857142857142857,-0.0714285714285714
Nebraska,Washington,5,5,5.0,4.0,4,1.0,1.0,0.8,-0.19999999999999996
North Carolina,Alamance,271,241,262.0,220.0,83,1.034351145038168,0.8892988929889298,0.8396946564885496,-0.04960423650038026
North Carolina,Alexander,70,65,66.0,62.0,37,1.0606060606060606,0.9285714285714286,0.9393939393939394,0.010822510822510845
North Carolina,Anson,114,97,113.0,84.0,48,1.008849557522124,0.8508771929824561,0.7433628318584071,-0.107514361124049
North Carolina,Avery,21,18,21.0,15.0,17,1.0,0.8571428571428571,0.7142857142857143,-0.1428571428571428
North Carolina,Beaufort,120,102,117.0,94.0,59,1.0256410256410255,0.85,0.8034188034188035,-0.04658119658119653
North Carolina,Bertie,73,70,67.0,61.0,36,1.0895522388059702,0.958904109589041,0.9104477611940298,-0.04845634839501123
North Carolina,Bladen,126,117,124.0,111.0,49,1.0161290322580645,0.9285714285714286,0.8951612903225806,-0.033410138248847976
North Carolina,Brunswick,122,107,121.0,97.0,44,1.0082644628099173,0.8770491803278688,0.8016528925619835,-0.07539628776588536
North Carolina,Buncombe,368,305,354.0,308.0,78,1.03954802259887,0.8288043478260869,0.8700564971751412,0.0412521493490543
North Carolina,Burke,154,135,142.0,120.0,56,1.0845070422535212,0.8766233766233766,0.8450704225352113,-0.031552954088165386
North Carolina,Cabarrus,262,209,254.0,217.0,89,1.031496062992126,0.7977099236641222,0.8543307086614174,0.05662078499729517
North Carolina,Caldwell,188,155,168.0,154.0,72,1.119047619047619,0.824468085106383,0.9166666666666666,0.0921985815602836
North Carolina,Carteret,73,63,68.0,56.0,57,1.0735294117647058,0.863013698630137,0.8235294117647058,-0.03948428686543115
North Carolina,Caswell,65,54,62.0,48.0,27,1.0483870967741935,0.8307692307692308,0.7741935483870968,-0.05657568238213406
North Carolina,Catawba,307,252,289.0,234.0,104,1.0622837370242215,0.8208469055374593,0.8096885813148789,-0.011158324222580451
North Carolina,Chatham,110,87,105.0,86.0,53,1.0476190476190477,0.7909090909090909,0.819047619047619,0.02813852813852813
North Carolina,Cherokee,44,38,43.0,29.0,27,1.0232558139534884,0.8636363636363636,0.6744186046511628,-0.18921775898520088
North Carolina,Cleveland,254,196,234.0,202.0,77,1.0854700854700854,0.7716535433070866,0.8632478632478633,0.09159431994077671
North Carolina,Columbus,214,170,203.0,167.0,83,1.0541871921182266,0.794392523364486,0.8226600985221675,0.028267575157681524
North Carolina,Craven,142,115,131.0,108.0,65,1.083969465648855,0.8098591549295775,0.8244274809160306,0.014568325986453079
North Carolina,Cumberland,1138,829,1087.0,912.0,101,1.046918123275069,0.7284710017574693,0.8390064397424103,0.11053543798494103
North Carolina,Dare,40,28,34.0,18.0,24,1.1764705882352942,0.7,0.5294117647058824,-0.1705882352941176
North Carolina,Davidson,217,176,209.0,180.0,80,1.0382775119617225,0.8110599078341014,0.861244019138756,0.05018411130465461
North Carolina,Duplin,166,145,159.0,107.0,65,1.0440251572327044,0.8734939759036144,0.6729559748427673,-0.20053800106084718
North Carolina,Durham,895,664,872.0,544.0,64,1.026376146788991,0.7418994413407821,0.6238532110091743,-0.11804623033160777
North Carolina,Edgecombe,119,96,114.0,99.0,47,1.043859649122807,0.8067226890756303,0.868421052631579,0.06169836355594871
North Carolina,Nash,444,401,437.0,381.0,90,1.0160183066361557,0.9031531531531531,0.8718535469107551,-0.031299606242398026
North Carolina,Forsyth,792,626,777.0,651.0,72,1.0193050193050193,0.7904040404040404,0.8378378378378378,0.04743379743379739
North Carolina,Franklin,124,103,118.0,96.0,45,1.0508474576271187,0.8306451612903226,0.8135593220338984,-0.017085839256424262
North Carolina,Gaston,498,432,457.0,364.0,111,1.0897155361050328,0.8674698795180723,0.7964989059080962,-0.07097097360997606
North Carolina,Granville,106,89,103.0,91.0,61,1.029126213592233,0.839622641509434,0.883495145631068,0.043872504121634015
North Carolina,Greene,49,42,47.0,28.0,22,1.0425531914893618,0.8571428571428571,0.5957446808510638,-0.2613981762917933
North Carolina,Guilford,1245,919,1206.0,881.0,107,1.0323383084577114,0.738152610441767,0.7305140961857379,-0.0076385142560291275
North Carolina,Halifax,250,212,240.0,204.0,88,1.0416666666666667,0.848,0.85,0.0020000000000000018
North Carolina,Harnett,230,193,224.0,186.0,63,1.0267857142857142,0.8391304347826087,0.8303571428571429,-0.008773291925465831
North Carolina,Haywood,50,48,47.0,40.0,35,1.0638297872340425,0.96,0.851063829787234,-0.10893617021276591
North Carolina,Henderson,129,120,125.0,110.0,54,1.032,0.9302325581395349,0.88,-0.050232558139534866
North Carolina,Hertford,72,62,72.0,56.0,43,1.0,0.8611111111111112,0.7777777777777778,-0.08333333333333337
North Carolina,Hoke,99,80,95.0,69.0,38,1.0421052631578946,0.8080808080808081,0.7263157894736842,-0.08176501860712382
North Carolina,Iredell,208,177,188.0,167.0,71,1.1063829787234043,0.8509615384615384,0.8882978723404256,0.03733633387888713
North Carolina,Jackson,29,26,27.0,25.0,20,1.0740740740740742,0.896551724137931,0.9259259259259259,0.02937420178799488
North Carolina,Johnston,273,227,262.0,207.0,106,1.0419847328244274,0.8315018315018315,0.7900763358778626,-0.04142549562396891
North Carolina,Jones,12,12,11.0,9.0,9,1.0909090909090908,1.0,0.8181818181818182,-0.18181818181818177
North Carolina,Lee,171,145,161.0,138.0,60,1.062111801242236,0.847953216374269,0.8571428571428571,0.009189640768588081
North Carolina,Lenoir,217,159,209.0,178.0,67,1.0382775119617225,0.7327188940092166,0.8516746411483254,0.11895574713910873
North Carolina,Lincoln,83,71,82.0,69.0,41,1.0121951219512195,0.8554216867469879,0.8414634146341463,-0.013958272112841619
North Carolina,McDowell,84,82,79.0,75.0,40,1.0632911392405062,0.9761904761904762,0.9493670886075949,-0.026823387582881275
North Carolina,Macon,22,22,22.0,20.0,17,1.0,1.0,0.9090909090909091,-0.09090909090909094
North Carolina,Martin,71,55,70.0,49.0,49,1.0142857142857142,0.7746478873239436,0.7,-0.07464788732394367
North Carolina,Mecklenburg,2658,1918,2531.0,1953.0,92,1.050177795337811,0.7215951843491347,0.7716317661003556,0.05003658175122083
North Carolina,Mitchell,1,1,1.0,1.0,1,1.0,1.0,1.0,0.0
North Carolina,Montgomery,74,64,67.0,51.0,46,1.1044776119402986,0.8648648648648649,0.7611940298507462,-0.10367083501411867
North Carolina,Moore,170,153,162.0,138.0,78,1.0493827160493827,0.9,0.8518518518518519,-0.04814814814814816
North Carolina,New Hanover,350,260,345.0,270.0,73,1.0144927536231885,0.7428571428571429,0.782608695652174,0.039751552795031064
North Carolina,Northampton,77,66,76.0,66.0,35,1.013157894736842,0.8571428571428571,0.868421052631579,0.011278195488721887
North Carolina,Onslow,224,190,215.0,189.0,65,1.041860465116279,0.8482142857142857,0.8790697674418605,0.030855481727574796
North Carolina,Orange,174,151,168.0,142.0,75,1.0357142857142858,0.867816091954023,0.8452380952380952,-0.02257799671592775
North Carolina,Pasquotank,68,54,63.0,47.0,33,1.0793650793650793,0.7941176470588235,0.746031746031746,-0.04808590102707744
North Carolina,Perquimans,26,18,26.0,14.0,22,1.0,0.6923076923076923,0.5384615384615384,-0.15384615384615385
North Carolina,Person,79,71,71.0,59.0,34,1.1126760563380282,0.8987341772151899,0.8309859154929577,-0.06774826172223214
North Carolina,Pitt,328,277,315.0,243.0,97,1.0412698412698413,0.8445121951219512,0.7714285714285715,-0.07308362369337973
