attribute,group_set,model_a,model_b,metric,quantity,diff,diff_lo,diff_hi,significant,stratum,n_strata,n_strata_used,min_stratum_n,n_standardized,signed_as,gap_a,gap_b
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a25_sstate20_mb,fpr,amplification,0.9993582906321326,0.8962103467411916,1.1069448354413662,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a25_sstate20_mb,selection_rate,signed_gap,-0.06296327512578981,-0.06549594539058538,-0.060486676935108376,True,State,51,39,100,182377,Black-White,-0.1029455690793667,-0.039982293953576886
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a25_sstate20_mb,tpr,signed_gap,-0.061846778813716585,-0.06485343632671253,-0.058780590706947244,True,State,51,39,100,182377,Black-White,-0.08725125351451068,-0.0254044747007941
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a25_sstate20_mb,fpr,signed_gap,-0.06604590740158667,-0.07126945289889221,-0.06068522725241251,True,State,51,39,100,182377,Black-White,-0.09078818951497997,-0.0247422821133933
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,selection_rate,gap,0.07644327321522526,0.07363535038704488,0.07926091818548872,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,selection_rate,amplification,1.1566836138109795,1.0802617397489171,1.2485971407221659,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,tpr,gap,0.07498701956252452,0.07129284602479259,0.07860966095847959,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,tpr,amplification,1.1346486502781012,1.0495766812915939,1.2326372856215562,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,fpr,gap,0.07881089237939559,0.07271380787401518,0.08422345513536514,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,fpr,amplification,1.1925086926669073,1.0828615142471762,1.3112485685100965,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,selection_rate,signed_gap,-0.07644327321522526,-0.07926091818548872,-0.07363535038704488,True,State,51,39,100,182377,Black-White,-0.1029455690793667,-0.026502295864141434
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,tpr,signed_gap,-0.07498701956252452,-0.07860966095847959,-0.07129284602479259,True,State,51,39,100,182377,Black-White,-0.08725125351451068,-0.01226423395198617
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a50_sstate20_mb,fpr,signed_gap,-0.07881089237939559,-0.08422345513536514,-0.07271380787401518,True,State,51,39,100,182377,Black-White,-0.09078818951497997,-0.011977297135584375
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,selection_rate,gap,0.09244957089291839,0.08961260915337889,0.09560651201228443,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,selection_rate,amplification,1.3988791852831977,1.304893502231816,1.5180782338168428,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,tpr,gap,0.08509580681005158,0.07665366960846239,0.09094453290750044,True,State,51,39,100,182377,,,
