State,City,mean_Black,mean_White,size_Black,size_White,min_race_n,gap_pp,weight
Maryland,Anne Arundel,0.7027027027027027,0.6122448979591837,74.0,49.0,10,9.045780474351906,123.0
Maryland,Baltimore,0.7222222222222222,0.68,162.0,125.0,10,4.222222222222216,287.0
Maryland,Baltimore city,0.7005677610466552,0.5813953488372093,4051.0,301.0,10,11.917241220944586,4352.0
Maryland,Frederick,0.75,0.7222222222222222,12.0,18.0,10,2.777777777777779,30.0
Maryland,Harford,0.7647058823529411,0.7,17.0,30.0,10,6.470588235294117,47.0
Maryland,Howard,0.9375,0.6842105263157895,16.0,19.0,10,25.32894736842105,35.0
Maryland,Montgomery,0.6470588235294118,0.573170731707317,68.0,82.0,10,7.388809182209477,150.0
Maryland,Prince George's,0.7064093728463129,0.664,1451.0,250.0,10,4.240937284631285,1701.0
Maryland,Wicomico,0.48,0.6666666666666666,25.0,12.0,10,-18.666666666666664,37.0
Massachusetts,Bristol,0.6363636363636364,0.7551020408163265,22.0,49.0,10,-11.873840445269012,71.0
Massachusetts,Essex,0.6666666666666666,0.5463917525773195,12.0,97.0,10,12.02749140893471,109.0
Massachusetts,Hampden,0.7192982456140351,0.5692307692307692,57.0,65.0,10,15.00674763832659,122.0
Massachusetts,Middlesex,0.7142857142857143,0.6136363636363636,21.0,88.0,10,10.064935064935066,109.0
Massachusetts,Norfolk,0.47368421052631576,0.5128205128205128,19.0,39.0,10,-3.9136302294197014,58.0
Massachusetts,Plymouth,0.5652173913043478,0.45161290322580644,46.0,31.0,10,11.360448807854134,77.0
Massachusetts,Suffolk,0.8423597678916828,0.752913752913753,1034.0,429.0,10,8.94460149779298,1463.0
Massachusetts,Worcester,0.375,0.6712328767123288,16.0,73.0,10,-29.62328767123288,89.0
Michigan,Berrien,0.5476190476190477,0.45454545454545453,42.0,11.0,10,9.307359307359315,53.0
Michigan,Calhoun,0.5111111111111111,0.5172413793103449,45.0,29.0,10,-0.613026819923379,74.0
Michigan,Genesee,0.6483704974271012,0.5379746835443038,583.0,158.0,10,11.03958138827974,741.0
Michigan,Ingham,0.6666666666666666,0.48148148148148145,57.0,54.0,10,18.51851851851852,111.0
Michigan,Jackson,0.3181818181818182,0.41379310344827586,22.0,29.0,10,-9.561128526645767,51.0
Michigan,Kalamazoo,0.45454545454545453,0.6,22.0,25.0,10,-14.545454545454545,47.0
Michigan,Kent,0.375,0.358695652173913,104.0,92.0,10,1.6304347826086973,196.0
Michigan,Macomb,0.7692307692307693,0.45454545454545453,13.0,77.0,10,31.468531468531474,90.0
Michigan,Muskegon,0.7619047619047619,0.42857142857142855,21.0,14.0,10,33.33333333333333,35.0
Michigan,Oakland,0.584,0.5,125.0,108.0,10,8.399999999999997,233.0
Michigan,Saginaw,0.6403940886699507,0.6231884057971014,203.0,69.0,10,1.7205682872849293,272.0
Michigan,Washtenaw,0.5555555555555556,0.6097560975609756,36.0,41.0,10,-5.420054200542001,77.0
Michigan,Wayne,0.7196751818643208,0.5566037735849056,5911.0,1060.0,10,16.307140827941513,6971.0
Minnesota,Hennepin,0.4961832061068702,0.5306122448979592,262.0,147.0,10,-3.4429038791088997,409.0
Minnesota,Ramsey,0.7162162162162162,0.5,74.0,50.0,10,21.62162162162162,124.0
Mississippi,Harrison,0.5757575757575758,0.6756756756756757,33.0,37.0,10,-9.991809991809985,70.0
Mississippi,Hinds,0.7853658536585366,0.6025641025641025,410.0,78.0,10,18.28017510944341,488.0
Mississippi,Jackson,0.42857142857142855,0.5625,14.0,16.0,10,-13.392857142857146,30.0
Mississippi,Lauderdale,0.782608695652174,0.3684210526315789,23.0,19.0,10,41.4187643020595,42.0
Missouri,Greene,0.3,0.5531914893617021,10.0,47.0,10,-25.319148936170215,57.0
Missouri,Jackson,0.7802083333333333,0.6513157894736842,960.0,456.0,10,12.889254385964911,1416.0
Missouri,St. Louis,0.6203208556149733,0.5,187.0,82.0,10,12.032085561497329,269.0
Missouri,St. Louis city,0.7586327171259156,0.6167979002624672,2867.0,381.0,10,14.183481686344845,3248.0
Nebraska,Douglas,0.6126126126126126,0.6578947368421053,111.0,38.0,10,-4.528212422949274,149.0
Nevada,Clark,0.562874251497006,0.6203155818540433,501.0,1014.0,10,-5.744133035703736,1515.0
Nevada,Washoe,0.5454545454545454,0.691358024691358,11.0,81.0,10,-14.590347923681257,92.0
New Jersey,Atlantic,0.8602941176470589,0.7731958762886598,136.0,97.0,10,8.709824135839906,233.0
New Jersey,Bergen,0.7058823529411765,0.5942028985507246,17.0,69.0,10,11.16794543904519,86.0
New Jersey,Burlington,0.6,0.7407407407407407,20.0,27.0,10,-14.074074074074073,47.0
New Jersey,Camden,0.7523148148148148,0.721030042918455,432.0,233.0,10,3.128477189635981,665.0
