attribute,model,group_set,n_groups,groups,stratum,n_strata,n_strata_used,min_stratum_n,n_standardized,base_rate_gap,base_rate_gap_lo,base_rate_gap_hi,selection_rate_gap,selection_rate_gap_lo,selection_rate_gap_hi,selection_rate_max_group,selection_rate_min_group,selection_rate_amplification,selection_rate_amplification_lo,selection_rate_amplification_hi,tpr_gap,tpr_gap_lo,tpr_gap_hi,tpr_max_group,tpr_min_group,tpr_amplification,tpr_amplification_lo,tpr_amplification_hi,fpr_gap,fpr_gap_lo,fpr_gap_hi,fpr_max_group,fpr_min_group,fpr_amplification,fpr_amplification_lo,fpr_amplification_hi
Victim Race,graphsage_fairloss_a100_mb,named_all,4,Black | White | Asian/Pacific Islander | Native American/Alaska Native,State|City,2814,3,20,14732,0.11356719848929153,0.030208691558319383,0.2669672116590285,0.08217300133668126,0.020930600429173628,0.16151855139197394,Asian/Pacific Islander,Native American/Alaska Native,0.7235628106510835,0.1640355152596317,3.0155582340619245,0.08421657875907632,0.02657340409069097,0.22907617260965782,Asian/Pacific Islander,Native American/Alaska Native,0.7415572443395023,0.15628004968418716,3.9881602790028765,0.06767625462069646,0.024312178720127694,0.18323252369240728,Asian/Pacific Islander,Native American/Alaska Native,0.5959137455264231,0.16194145399814155,2.6549255434304517
Victim Race,graphsage_fairloss_a100_mb,named_n>=5000,2,Black | White,State|City,2814,314,20,149428,0.02561874222171079,0.02033131703171014,0.031028003256046842,0.00789281020955801,0.00311346489975286,0.012902850017113934,Black,White,0.30808734251087433,0.11307616082357647,0.5594473615882057,0.01998274107070941,0.014205084385981597,0.026227445726352463,Black,White,0.7800047675164509,0.5301292372573635,1.1132502257110266,0.0006567143107274465,0.0001270596605592797,0.010891660887370794,Black,White,0.025634135549828404,0.0050640425152307395,0.44057833709539324
Victim Race,graphsage_fairloss_a100_mb,named_n>=5000,2,Black | White,State|City,2814,243,30,143595,0.02722906256474955,0.021730293845489607,0.03293329681315062,0.007569537953881933,0.0027250132651551353,0.012767151550475312,Black,White,0.277994805582524,0.09640756497582285,0.5101169173652622,0.019742518311365753,0.013669153695671187,0.025534638099137,Black,White,0.7250531767084851,0.4872760485570742,1.0326043040321962,0.0029013903802827534,0.00020859410212222123,0.011962121325639924,Black,White,0.10655491254549695,0.007664519594348606,0.44844361023072277
Victim Race,graphsage_fairloss_a100_mb,named_n>=5000,2,Black | White,State|City,2814,164,50,134799,0.028213794563533456,0.022716826857183434,0.03397081969380388,0.006407808425145489,0.0015542636252938336,0.011461165434096287,Black,White,0.22711615095644136,0.05420161059676315,0.44045625655191695,0.019172369129359823,0.012745520977024197,0.025680372563920195,Black,White,0.6795388364435124,0.44024431454408397,1.0051395127780904,0.0019243696274302557,0.00016672989209297884,0.010770214135928,Black,White,0.06820669311590997,0.00573004392534227,0.38913247318912864
Victim Sex,graphsage_geo_blind_mb,named_all,2,Male | Female,State|City,2814,335,20,158686,0.06450173636264056,0.05849748262084424,0.06992258609775656,0.038679601153334575,0.03312216362887532,0.04412642348887649,Female,Male,0.5996675955492234,0.509394216950145,0.6899113838610695,0.033246145751984146,0.026677253978272326,0.039711476316893125,Female,Male,0.5154302446226909,0.40841175882818215,0.6303344454357109,0.0069012703803795206,0.00027099308679475744,0.015719631185488633,Female,Male,0.10699355970170037,0.0042948046189632445,0.24550205895615237
Victim Sex,graphsage_geo_blind_mb,named_all,2,Male | Female,State|City,2814,242,30,151094,0.06674915633170386,0.060680846405653494,0.0723147565911413,0.04078757941925226,0.03516184488781059,0.04581289610914589,Female,Male,0.6110576022348821,0.5265937365680943,0.7006565030131099,0.034493521338781696,0.027785219629978392,0.04078483776346732,Female,Male,0.5167634054784045,0.40753862453717404,0.6228818605618092,0.01132841807457774,0.0009548374963224472,0.021163790298919894,Female,Male,0.16971627354033056,0.013915199542633531,0.3180987733101869
Victim Sex,graphsage_geo_blind_mb,named_all,2,Male | Female,State|City,2814,156,50,139592,0.07145136208096148,0.06485552928041201,0.07769924352893345,0.043979159265348455,0.03833919392467234,0.049948092154349866,Female,Male,0.6155118388858103,0.5302509250098658,0.7064574244352241,0.03682116331789986,0.03006709708948621,0.04414001615495387,Female,Male,0.5153318599605957,0.41483272698539525,0.6308182523519181,0.013946458739559742,0.0017810945938265558,0.024480772438800553,Female,Male,0.19518814384191893,0.02478005789166919,0.34735325088969504
Victim Sex,graphsage_geo_blind_mb,named_n>=5000,2,Male | Female,State|City,2814,335,20,158686,0.06450173636264056,0.05849748262084424,0.06992258609775656,0.038679601153334575,0.03312216362887532,0.04412642348887649,Female,Male,0.5996675955492234,0.509394216950145,0.6899113838610695,0.033246145751984146,0.026677253978272326,0.039711476316893125,Female,Male,0.5154302446226909,0.40841175882818215,0.6303344454357109,0.0069012703803795206,0.00027099308679475744,0.015719631185488633,Female,Male,0.10699355970170037,0.0042948046189632445,0.24550205895615237
Victim Sex,graphsage_geo_blind_mb,named_n>=5000,2,Male | Female,State|City,2814,242,30,151094,0.06674915633170386,0.060680846405653494,0.0723147565911413,0.04078757941925226,0.03516184488781059,0.04581289610914589,Female,Male,0.6110576022348821,0.5265937365680943,0.7006565030131099,0.034493521338781696,0.027785219629978392,0.04078483776346732,Female,Male,0.5167634054784045,0.40753862453717404,0.6228818605618092,0.01132841807457774,0.0009548374963224472,0.021163790298919894,Female,Male,0.16971627354033056,0.013915199542633531,0.3180987733101869
Victim Sex,graphsage_geo_blind_mb,named_n>=5000,2,Male | Female,State|City,2814,156,50,139592,0.07145136208096148,0.06485552928041201,0.07769924352893345,0.043979159265348455,0.03833919392467234,0.049948092154349866,Female,Male,0.6155118388858103,0.5302509250098658,0.7064574244352241,0.03682116331789986,0.03006709708948621,0.04414001615495387,Female,Male,0.5153318599605957,0.41483272698539525,0.6308182523519181,0.013946458739559742,0.0017810945938265558,0.024480772438800553,Female,Male,0.19518814384191893,0.02478005789166919,0.34735325088969504
