attribute,group_set,model_a,model_b,metric,quantity,diff,diff_lo,diff_hi,significant
Victim Race,named_n>=1000,graphsage_geo,xgboost,selection_rate,amplification,0.37447329792086004,-0.06895406963663515,0.809340188426271,False
Victim Race,named_n>=1000,graphsage_geo,xgboost,tpr,gap,0.022808636251525405,-0.0030077032952896708,0.04593107124371447,False
Victim Race,named_n>=1000,graphsage_geo,xgboost,tpr,amplification,0.47956284602167454,-0.06285352620294739,0.9935755803711886,False
Victim Race,named_n>=1000,graphsage_geo,xgboost,fpr,gap,-0.005077247849086031,-0.023520652320272364,0.029620273854081572,False
Victim Race,named_n>=1000,graphsage_geo,xgboost,fpr,amplification,-0.10675164449177821,-0.5090459107603597,0.5997635533213617,False
Victim Race,named_n>=1000,logreg,xgboost,selection_rate,gap,0.047042804144031614,0.02566577925171523,0.06715463587096943,True
Victim Race,named_n>=1000,logreg,xgboost,selection_rate,amplification,0.989098199093041,0.5268040266734703,1.4963698800048948,True
Victim Race,named_n>=1000,logreg,xgboost,tpr,gap,0.05075243469751417,0.022713471783868698,0.07781588323999139,True
Victim Race,named_n>=1000,logreg,xgboost,tpr,amplification,1.0670950142598432,0.475470860746921,1.7240118847985224,True
Victim Race,named_n>=1000,logreg,xgboost,fpr,gap,0.029480401038157467,0.007031536454584958,0.0608207952998376,True
Victim Race,named_n>=1000,logreg,xgboost,fpr,amplification,0.619839996912293,0.13871348982000323,1.2959282081785608,True
Victim Sex,named_all,graphsage_geo,logreg,selection_rate,gap,-0.050390369822659375,-0.05919619050198182,-0.04201951409192389,True
Victim Sex,named_all,graphsage_geo,logreg,selection_rate,amplification,-0.6274843539769019,-0.7628710292423508,-0.501123203817544,True
Victim Sex,named_all,graphsage_geo,logreg,tpr,gap,-0.04770641718521029,-0.056623979138225,-0.03805667249136235,True
Victim Sex,named_all,graphsage_geo,logreg,tpr,amplification,-0.5940625257041314,-0.7332888000471236,-0.4649512341152989,True
Victim Sex,named_all,graphsage_geo,logreg,fpr,gap,-0.07512428812868682,-0.09477560651274007,-0.05722617857439644,True
Victim Sex,named_all,graphsage_geo,logreg,fpr,amplification,-0.9354826243645911,-1.199294975974254,-0.6934460150084965,True
Victim Sex,named_all,graphsage_geo,xgboost,selection_rate,gap,0.00920204859172169,0.0027314612470238533,0.01595922241635883,True
Victim Sex,named_all,graphsage_geo,xgboost,selection_rate,amplification,0.11458819485075589,0.03505720859606793,0.2000201633488712,True
Victim Sex,named_all,graphsage_geo,xgboost,tpr,gap,0.00825397371363934,0.0012577355269920156,0.015795437904662674,True
Victim Sex,named_all,graphsage_geo,xgboost,tpr,amplification,0.10278232490995398,0.015935168330174977,0.1959687421747005,True
Victim Sex,named_all,graphsage_geo,xgboost,fpr,gap,0.007985730688818748,-0.006662242766420598,0.022560387468931478,False
Victim Sex,named_all,graphsage_geo,xgboost,fpr,amplification,0.09944203783266659,-0.0834291472473851,0.27836815593494235,False
Victim Sex,named_all,logreg,xgboost,selection_rate,gap,0.059592418414381065,0.05152953074835805,0.06835814287328683,True
Victim Sex,named_all,logreg,xgboost,selection_rate,amplification,0.7420725488276578,0.6170964987493589,0.8886327479983246,True
Victim Sex,named_all,logreg,xgboost,tpr,gap,0.05596039089884963,0.047067760045406665,0.06599094190628775,True
