model,attribute,criterion,lambda,n_eval,acc_auc,acc_mcc,acc_f1,acc_sensitivity,acc_specificity,acc_balanced_accuracy,acc_precision,dp_gap,dp_amplification,dp_amplification_lo,dp_amplification_hi,tpr_gap,tpr_amplification,base_rate_gap,groups,thresholds
graphsage_geo,Victim Sex,dp,0.4,28549,0.7102985410525524,0.279223652711732,0.7206254569998313,0.6578352844526597,0.6395899922848011,0.6487126383687304,0.7966670812088049,0.1247102415525585,1.4526820450902724,1.2436895290823227,1.730924558661212,0.10663590832101977,1.2421439286087228,0.08584827077201795,Male | Female,Female=0.538; Male=0.492
graphsage_geo,Victim Sex,dp,0.5,28549,0.7102985410525524,0.2790724655568331,0.7206209049239335,0.65788662969809,0.6393695580293177,0.6486280938637039,0.7965806652160398,0.10469737525308587,1.2195630070537395,1.0286571295805502,1.4283970565674873,0.08796591101692508,1.0246672440325655,0.08584827077201795,Male | Female,Female=0.547; Male=0.490
graphsage_geo,Victim Sex,dp,0.6,28549,0.7102985410525524,0.27942417097828215,0.7205108729287985,0.657527212980078,0.6401410779235093,0.6488341454517936,0.796839026818493,0.08348828740013103,0.9725098321647715,0.8026364406878855,1.1828661566109526,0.0671678547987683,0.7824019539909185,0.08584827077201795,Male | Female,Female=0.555; Male=0.488
graphsage_geo,Victim Sex,dp,0.7,28549,0.7102985410525524,0.277300928194614,0.7197231833910035,0.6568083795440542,0.6385980381351262,0.6477032088395902,0.7959678924771327,0.0605822009603717,0.7056892400460363,0.5493998548497672,0.8887279808551415,0.04447083474100544,0.518016662899407,0.08584827077201795,Male | Female,Female=0.563; Male=0.486
graphsage_geo,Victim Sex,dp,0.8,28549,0.7102985410525524,0.27628831678540894,0.719106182984831,0.6559868556171699,0.6383776038796429,0.6471822297484064,0.7956654418633617,0.0413179695032454,0.48129064373318625,0.3264573637008311,0.657369320362448,0.026335695947383275,0.30677025536508923,0.08584827077201795,Male | Female,Female=0.571; Male=0.484
graphsage_geo,Victim Sex,dp,0.9,28549,0.7102985410525524,0.2747702182638857,0.718127798586274,0.6546518792359828,0.6381571696241596,0.6464045244300711,0.7952348281669057,0.01774001807076797,0.20664386028087928,0.04457231244952655,0.38010837314198004,0.004433114817127715,0.0516389529720461,0.08584827077201795,Male | Female,Female=0.579; Male=0.482
graphsage_geo,Victim Sex,dp,1.0,28549,0.7102985410525524,0.2736582053964195,0.7167075681927167,0.6522899979461901,0.6394797751570594,0.6458848865516248,0.7952425665101721,0.007582091003398017,0.08831967068426243,0.003259931037546494,0.2662566156317224,0.019393682936512002,0.22590650646900776,0.08584827077201795,Male | Female,Female=0.590; Male=0.481
graphsage_geo,Victim Sex,tpr,0.0,28549,0.7102985410525524,0.28115133925040076,0.7218881708345041,0.6595810227972889,0.6398104265402843,0.6496957246687867,0.7971949857266973,0.21319663107350129,2.483412061259506,2.175690175305232,2.886697018681266,0.18972621204830786,2.210017864566571,0.08584827077201795,Male | Female,Female=0.500; Male=0.500
graphsage_geo,Victim Sex,tpr,0.1,28549,0.7102985410525524,0.2803468060076168,0.7219320415613592,0.6599917847607312,0.6384878210073845,0.6492398028840578,0.7967026155943969,0.19675703303352376,2.2919160894462216,1.985101250818644,2.6724476039783607,0.17443167017589356,2.0318600317427613,0.08584827077201795,Male | Female,Female=0.509; Male=0.498
graphsage_geo,Victim Sex,tpr,0.2,28549,0.7102985410525524,0.27988159463374135,0.7209380799730049,0.6581947011706716,0.639920643668026,0.6490576724193489,0.7969041402461768,0.17034626505740735,1.9842713606868752,1.7079744272048432,2.3086616453441526,0.14928604010187563,1.7389522090471166,0.08584827077201795,Male | Female,Female=0.520; Male=0.496
